"80","16","742","49","17.11","fulfilled"
"81","16","713","40","10.93","fulfilled"
"82","17","624","40","28.62","fulfilled"
"83","17","626","38","19.24","fulfilled"
"84","17","215","26","1.05","in_progress"
"85","17","573","23","26.01","fulfilled"
"86","18","828","1","7.86","in_progress"
"87","18","400","8","4.61","fulfilled"
"88","19","767","1","19.58","fulfilled"
"89","19","729","31","11.23","fulfilled"
"90","20","326","36","2.23","fulfilled"
"91","20","597","48","0.01","fulfilled"
"92","20","153","24","21.86","fulfilled"
"93","20","787","44","9.54","fulfilled"
"94","20","205","19","19.16","fulfilled"
"95","20","95","10","28.08","fulfilled"
"96","20","624","1","15.85","in_progress"
"97","20","690","36","8.19","fulfilled"
"98","20","399","20","4.39","fulfilled"
"99","21","976","31","10.05","fulfilled"
"100","21","245","0","8.76","in_progress"
"101","21","102","15","17.52","fulfilled"
"102","21","726","14","30.78","in_progress"
"103","21","926","25","3.67","fulfilled"
"104","21","478","10","29.02","fulfilled"
"105","21","649","39","8.57","fulfilled"
"106","21","481","4","24.59","fulfilled"
"107","21","869","1","15.65","fulfilled"
"108","22","544","32","8.69","fulfilled"
"109","22","119","36","14.43","fulfilled"
"110","22","684","16","30.09","in_progress"
"111","23","230","36","9.11","fulfilled"
"112","24","297","33","7.4","fulfilled"
"113","24","587","27","23.17","in_progress"
"114","24","256","16","7.41","fulfilled"
"115","24","848","44","19.63","fulfilled"
"116","24","567","39","7.32","fulfilled"
"117","24","479","47","30.57","fulfilled"
"118","25","964","2","22.54","fulfilled"
"119","25","985","15","25.22","fulfilled"
"120","25","477","35","21.29","fulfilled"
"121","25","154","4","16.37","in_progress"
"122","26","414","40","29.83","fulfilled"
"123","26","487","11","0.76","fulfilled"
"124","26","169","5","19.76","fulfilled"
"125","26","602","32","18.56","fulfilled"
"126","26","584","12","11.01","fulfilled"
"127","26","440","2","23.3","fulfilled"
"128","26","902","44","27.24","fulfilled"
"129","27","299","43","13.6","in_progress"
"130","28","785","19","6.75","fulfilled"
"131","28","721","50","4.38","fulfilled"
"132","28","750","16","27.44","fulfilled"
"133","29","973","29","1.21","fulfilled"
"134","29","472","24","11.74","fulfilled"
"135","29","168","31","16.76","fulfilled"
"136","29","656","21","18.96","fulfilled"
"137","30","992","1","26.08","fulfilled"
"138","30","571","13","14.75","fulfilled"
"139","30","618","12","9.28","fulfilled"
"140","30","788","45","5.64","fulfilled"
"141","30","659","32","8.59","in_progress"
"142","31","417","31","25.01","fulfilled"
"143","31","54","33","24.26","fulfilled"
"144","31","178","37","3.32","fulfilled"
"145","31","281","23","29.12","in_progress"
"146","31","955","32","16.35","fulfilled"
"147","31","507","43","19.28","fulfilled"
"148","31","850","33","28.52","in_progress"
"149","31","44","11","0.99","fulfilled"
"150","31","865","46","24.28","in_progress"
"151","31","917","46","16.51","fulfilled"
"152","32","559","37","14.95","fulfilled"
"153","32","846","20","28.05","fulfilled"
"154","32","875","39","10.96","fulfilled"
"155","32","640","36","23.73","fulfilled"
"156","32","370","0","15.98","fulfilled"
"157","32","761","25","25.96","in_progress"
"158","32","901","1","12.42","fulfilled"
"159","32","736","14","24.28","fulfilled"
"160","32","368","27","2.27","fulfilled"
"161","33","248","29","6.06","in_progress"
"162","33","594","6","18.75","fulfilled"
"163","33","331","49","15.68","fulfilled"
"164","33","676","45","17.81","fulfilled"
"165","33","479","45","6.0","fulfilled"
"166","33","21","25","20.09","fulfilled"
"167","33","576","33","22.37","fulfilled"
"168","34","957","38","26.24","in_progress"
"169","35","850","36","21.75","fulfilled"
"170","35","82","35","30.07","fulfilled"
"171","35","519","49","24.51","fulfilled"
"172","35","570","14","24.66","fulfilled"
"173","35","7","28","19.27","fulfilled"
"174","35","276","0","28.63","fulfilled"
"175","36","825","40","19.36","fulfilled"
"176","36","387","13","21.33","fulfilled"
"177","36","422","14","2.27","fulfilled"
"178","36","414","22","1.06","fulfilled"
"179","36","535","42","8.8","fulfilled"
"180","37","96","46","28.4","fulfilled"
"181","37","213","46","22.94","in_progress"
"182","37","764","14","30.29","fulfilled"
"183","37","725","21","5.9","fulfilled"
"184","37","63","9","21.27","fulfilled"
"185","37","950","49","0.32","in_progress"
"186","38","368","39","10.38","fulfilled"
"187","38","782","28","3.41","fulfilled"
"188","38","12","7","2.55","fulfilled"
"189","38","116","4","1.29","fulfilled"
"190","38","241","20","30.21","fulfilled"
"191","38","477","44","23.81","fulfilled"
"192","38","444","8","0.81","fulfilled"
"193","38","757","10","20.15","fulfilled"
"194","38","479","27","20.61","in_progress"
"195","39","97","42","17.1","fulfilled"
"196","39","989","13","1.05","fulfilled"
"197","39","418","50","16.11","fulfilled"
"198","39","308","15","12.27","in_progress"
"199","40","27","22","0.49","in_progress"
"200","40","590","29","13.21","in_progress"
"201","41","984","0","13.97","fulfilled"
"202","41","335","9","19.3","fulfilled"
"203","41","924","18","17.72","fulfilled"
"204","41","860","13","22.88","fulfilled"
"205","42","835","4","1.14","fulfilled"
"206","42","898","5","10.78","fulfilled"
"207","42","576","34","30.09","fulfilled"
"208","42","265","23","20.15","fulfilled"
"209","42","913","46","6.13","fulfilled"
"210","43","602","36","19.11","fulfilled"
"211","43","167","37","30.26","fulfilled"
"212","44","161","35","6.25","fulfilled"
"213","45","242","39","3.67","fulfilled"
"214","45","435","36","6.52","fulfilled"
"215","45","171","34","15.45","fulfilled"
"216","45","978","35","24.93","fulfilled"
"217","45","426","40","23.04","fulfilled"
"218","45","949","40","1.02","fulfilled"
"219","45","899","3","7.45","fulfilled"
"220","45","960","38","25.85","fulfilled"
"221","45","154","26","1.34","fulfilled"
"222","46","783","22","17.56","in_progress"
"223","46","640","7","19.44","fulfilled"
"224","46","690","12","10.64","fulfilled"
"225","46","693","48","12.72","fulfilled"
"226","46","451","49","21.94","fulfilled"
"227","47","381","45","12.3","in_progress"
"228","47","352","24","20.22","fulfilled"
"229","47","519","25","25.2","fulfilled"
"230","47","202","12","8.1","fulfilled"
"231","47","955","31","21.12","in_progress"
"232","47","610","26","24.24","fulfilled"
"233","47","252","49","6.1","in_progress"
"234","47","353","2","23.84","in_progress"
"235","47","152","11","17.48","in_progress"
"236","47","714","26","27.66","in_progress"
"237","48","583","26","29.73","in_progress"
"238","48","759","36","4.2","fulfilled"
"239","49","375","31","21.05","fulfilled"
"240","49","509","4","8.19","fulfilled"
"241","49","732","14","4.03","fulfilled"
"242","49","934","42","25.41","fulfilled"
"243","49","612","2","18.55","in_progress"
"244","49","29","16","11.07","fulfilled"
"245","49","168","34","26.62","fulfilled"
"246","50","92","32","0.81","in_progress"
"247","50","549","5","12.82","fulfilled"
"248","50","813","46","27.55","fulfilled"
"249","50","533","46","9.44","fulfilled"
"250","50","880","42","5.11","fulfilled"
"251","50","39","1","0.09","fulfilled"
"252","51","514","36","8.62","fulfilled"
"253","51","739","2","17.87","fulfilled"
"254","51","704","3","3.81","fulfilled"
"255","51","456","33","28.76","fulfilled"
"256","51","536","21","18.24","fulfilled"
"257","51","523","7","7.19","in_progress"
"258","51","638","29","30.17","fulfilled"
"259","52","6","17","15.46","fulfilled"
"260","52","579","34","24.23","fulfilled"
"261","52","824","27","0.07","fulfilled"
"262","52","800","50","10.67","fulfilled"
"263","53","897","0","11.56","fulfilled"
"264","53","571","34","30.96","fulfilled"
"265","53","10","48","2.19","fulfilled"
"266","53","400","15","15.93","fulfilled"
"267","53","463","31","22.67","fulfilled"
"268","53","807","41","14.89","in_progress"
"269","53","239","15","25.15","in_progress"
"270","53","813","12","4.68","fulfilled"
"271","54","234","19","15.96","fulfilled"
"272","54","752","8","13.87","fulfilled"
"273","54","380","19","28.26","in_progress"
"274","54","220","35","9.32","fulfilled"
"275","54","872","25","11.03","fulfilled"
"276","54","515","29","8.13","fulfilled"
"277","54","468","27","30.0","in_progress"
"278","54","553","36","16.92","fulfilled"
"279","54","373","4","28.19","fulfilled"
"280","55","624","17","13.26","fulfilled"
"281","55","267","42","23.97","in_progress"
"282","55","124","33","1.18","fulfilled"
"283","55","927","4","8.67","fulfilled"
"284","55","44","8","16.77","fulfilled"
"285","55","739","12","4.64","fulfilled"
"286","55","707","16","21.99","fulfilled"
"287","56","498","18","28.7","fulfilled"
"288","56","170","1","13.65","fulfilled"
"289","56","952","24","8.21","fulfilled"
"290","57","39","24","2.02","fulfilled"
"291","57","833","1","30.62","fulfilled"
"292","57","528","22","6.19","in_progress"
"293","58","803","31","1.45","fulfilled"
"294","58","328","19","22.02","fulfilled"
"295","58","279","11","11.03","in_progress"
"296","58","228","0","24.77","fulfilled"
"297","58","917","49","0.42","fulfilled"
"298","58","720","10","7.89","fulfilled"
"299","58","759","7","13.67","fulfilled"
"300","59","958","31","7.72","fulfilled"
"301","59","981","18","21.72","fulfilled"
"302","59","925","8","13.98","fulfilled"
"303","59","887","13","4.32","fulfilled"
"304","59","180","14","29.54","fulfilled"
"305","59","793","43","22.04","fulfilled"
"306","59","945","24","20.0","in_progress"
"307","59","171","16","19.26","in_progress"
"308","59","607","37","12.67","fulfilled"
"309","59","815","20","26.1","fulfilled"
"310","60","487","2","4.69","fulfilled"
"311","60","562","7","17.7","fulfilled"
"312","60","109","43","15.66","fulfilled"
"313","60","314","3","17.08","fulfilled"
"314","60","813","36","14.44","fulfilled"
"315","60","632","29","18.36","fulfilled"
"316","60","101","33","5.5","fulfilled"
"317","60","257","21","4.3","fulfilled"
"318","61","589","8","15.19","fulfilled"
"319","61","334","30","14.67","fulfilled"
"320","61","16","13","3.76","in_progress"
"321","61","992","18","18.37","fulfilled"
"322","61","427","16","0.93","fulfilled"
"323","61","404","22","3.11","fulfilled"
"324","61","48","39","6.97","fulfilled"
"325","61","969","42","26.38","fulfilled"
"326","62","572","6","12.31","fulfilled"
"327","62","865","44","27.13","fulfilled"
"328","62","560","26","0.18","fulfilled"
"329","63","204","14","30.02","fulfilled"
"330","63","263","34","30.11","in_progress"
"331","63","617","14","11.4","fulfilled"
"332","63","418","1","15.63","fulfilled"
"333","63","215","47","24.15","fulfilled"
"334","63","121","24","11.47","in_progress"
"335","63","999","22","15.15","in_progress"
"336","63","447","19","22.9","fulfilled"
"337","63","589","16","27.93","fulfilled"
"338","63","662","13","13.88","fulfilled"
"339","64","366","8","2.81","fulfilled"
"340","64","0","0","16.85","fulfilled"
"341","65","718","28","1.05","fulfilled"
"342","65","83","34","30.04","fulfilled"
"343","65","58","9","14.34","fulfilled"
"344","65","749","0","6.51","fulfilled"
"345","65","949","38","3.95","fulfilled"
"346","65","754","13","23.89","fulfilled"
"347","65","279","17","13.44","fulfilled"
"348","65","805","50","23.66","fulfilled"
"349","65","392","20","4.64","fulfilled"
"350","66","956","13","27.22","fulfilled"
"351","66","750","47","26.24","fulfilled"
"352","66","184","30","20.67","fulfilled"
"353","66","50","21","27.66","fulfilled"
"354","66","467","31","24.4","fulfilled"
"355","66","912","39","13.01","in_progress"
"356","66","305","19","8.73","fulfilled"
"357","66","228","41","12.08","fulfilled"
"358","66","330","34","23.13","fulfilled"
"359","67","94","8","8.87","fulfilled"
"360","67","575","36","23.38","fulfilled"
"361","68","279","41","3.91","fulfilled"
"362","68","90","13","9.01","in_progress"
"363","68","76","16","4.76","in_progress"
"364","68","184","12","6.2","fulfilled"
"365","68","203","47","14.44","fulfilled"
"366","68","853","16","9.85","fulfilled"
"367","68","909","2","5.37","fulfilled"
"368","68","875","20","24.44","fulfilled"
"369","69","667","10","6.22","in_progress"
"370","69","466","16","25.71","fulfilled"
"371","69","651","35","21.85","fulfilled"
"372","69","206","1","4.05","fulfilled"
"373","69","252","2","24.95","fulfilled"
"374","69","709","12","3.84","fulfilled"
"375","69","423","16","12.36","fulfilled"
"376","69","22","26","4.18","fulfilled"
"377","69","187","32","29.73","fulfilled"
"378","70","365","28","21.13","in_progress"
"379","70","600","2","14.54","fulfilled"
"380","70","255","10","12.04","fulfilled"
"381","70","160","40","9.3","fulfilled"
"382","70","632","12","23.31","fulfilled"
"383","70","240","46","25.41","fulfilled"
"384","70","79","33","5.45","fulfilled"
"385","70","64","32","3.63","fulfilled"
"386","70","650","1","18.81","fulfilled"
"387","70","989","33","3.82","fulfilled"
"388","71","428","49","26.29","fulfilled"
"389","71","201","24","3.19","fulfilled"
"390","71","626","40","16.21","fulfilled"
"391","71","296","1","16.33","fulfilled"
"392","71","962","9","12.3","fulfilled"
"393","72","180","46","28.35","fulfilled"
"394","72","49","29","10.06","fulfilled"
"395","72","634","3","25.13","in_progress"
"396","72","228","23","9.06","in_progress"
"397","72","521","19","25.33","fulfilled"
"398","73","362","15","2.93","fulfilled"
"399","73","958","4","12.93","fulfilled"
"400","73","915","12","22.42","fulfilled"
"401","73","395","6","14.99","fulfilled"
"402","73","633","40","3.44","fulfilled"
"403","73","334","33","3.86","fulfilled"
"404","73","489","36","25.27","fulfilled"
"405","73","75","39","28.26","in_progress"
"406","73","655","42","16.92","fulfilled"
"407","74","32","0","23.79","fulfilled"
"408","74","643","13","29.61","fulfilled"
"409","74","949","40","27.69","fulfilled"
"410","74","91","2","2.82","fulfilled"
"411","74","690","1","2.97","fulfilled"
"412","74","858","10","30.44","fulfilled"
"413","74","851","13","23.88","fulfilled"
"414","74","226","19","18.78","fulfilled"
"415","74","658","33","29.5","fulfilled"
"416","74","509","42","0.83","fulfilled"
"417","75","115","20","30.48","fulfilled"
"418","75","573","36","12.41","fulfilled"
"419","75","476","2","24.53","in_progress"
"420","75","284","48","28.44","fulfilled"
"421","75","754","26","11.08","fulfilled"
"422","75","640","31","16.48","fulfilled"
"423","75","551","6","23.91","fulfilled"
"424","75","664","40","27.11","in_progress"
"425","76","976","26","25.47","fulfilled"
"426","76","993","44","9.39","in_progress"
"427","76","381","34","7.64","fulfilled"
"428","76","734","34","16.46","fulfilled"
"429","76","873","23","29.12","fulfilled"
"430","76","606","48","9.56","fulfilled"
"431","77","667","5","22.04","fulfilled"
"432","77","877","20","1.13","fulfilled"
"433","77","286","50","28.7","fulfilled"
"434","78","475","4","19.17","fulfilled"
"435","79","359","40","19.63","fulfilled"
"436","80","723","43","0.04","fulfilled"
"437","80","553","40","1.64","in_progress"
"438","80","538","42","12.57","fulfilled"
"439","80","273","21","15.8","in_progress"
"440","80","31","47","5.72","fulfilled"
"441","80","482","33","24.71","fulfilled"
"442","80","234","41","0.85","in_progress"
"443","81","459","7","26.8","in_progress"
"444","82","614","10","2.05","fulfilled"
"445","82","332","15","9.98","fulfilled"
"446","82","977","9","4.38","fulfilled"
"447","82","920","38","27.8","fulfilled"
"448","82","61","2","29.68","fulfilled"
"449","82","174","23","9.49","fulfilled"
"450","82","738","7","24.17","fulfilled"
"451","82","289","37","12.08","fulfilled"
"452","83","901","49","11.22","fulfilled"
"453","83","562","23","9.11","fulfilled"
"454","83","610","32","30.98","fulfilled"
"455","83","334","18","28.2","fulfilled"
"456","83","101","26","16.21","fulfilled"
"457","83","366","32","9.77","fulfilled"
"458","83","659","11","11.95","fulfilled"
"459","83","32","44","12.83","in_progress"
"460","84","185","37","29.29","fulfilled"
"461","84","647","19","17.38","fulfilled"
"462","84","255","29","0.55","fulfilled"
"463","84","982","29","6.27","fulfilled"
"464","85","140","32","29.73","fulfilled"
"465","85","883","26","19.06","in_progress"
"466","86","622","49","6.85","fulfilled"
"467","86","516","19","8.91","in_progress"
"468","86","56","48","10.26","fulfilled"
"469","87","693","22","30.2","fulfilled"
"470","87","559","41","22.31","fulfilled"
"471","87","722","14","30.74","fulfilled"
"472","88","460","10","26.21","fulfilled"
"473","89","790","44","19.08","fulfilled"
"474","89","412","10","26.24","fulfilled"
"475","89","30","5","17.38","in_progress"
"476","89","580","7","28.62","in_progress"
"477","89","526","12","22.89","fulfilled"
"478","90","148","47","1.39","in_progress"
"479","90","699","47","28.76","in_progress"
"480","90","284","31","8.85","in_progress"
"481","90","981","47","0.8","fulfilled"
"482","90","727","11","6.0","fulfilled"
"483","91","408","50","17.69","in_progress"
"484","91","909","12","15.08","fulfilled"
"485","91","651","4","29.18","fulfilled"
"486","91","912","13","17.82","fulfilled"
"487","91","515","2","29.86","fulfilled"
"488","92","550","29","18.75","fulfilled"
"489","92","207","31","24.96","in_progress"
"490","92","517","12","23.6","fulfilled"
"491","92","985","23","23.08","fulfilled"
"492","92","219","15","15.08","fulfilled"
"493","92","381","9","15.05","fulfilled"
"494","93","439","14","27.17","in_progress"
"495","93","319","42","24.82","in_progress"
"496","93","627","23","11.95","fulfilled"
"497","93","363","5","24.76","fulfilled"
"498","93","452","8","29.89","in_progress"
"499","93","519","16","19.76","fulfilled"
"500","93","566","3","18.56","fulfilled"
"501","94","875","10","29.24","fulfilled"
"502","94","736","1","23.01","fulfilled"
"503","94","619","30","7.02","fulfilled"
"504","94","431","5","2.52","fulfilled"
"505","94","177","14","18.96","in_progress"
"506","94","531","24","16.14","in_progress"
"507","95","252","24","30.72","fulfilled"
"508","95","173","22","19.0","fulfilled"
"509","95","866","20","3.15","fulfilled"
"510","95","365","28","24.8","fulfilled"
"511","95","157","44","3.32","in_progress"
"512","95","144","29","8.86","in_progress"
"513","95","341","40","20.75","fulfilled"
"514","95","175","3","7.45","in_progress"
"515","96","458","16","28.53","fulfilled"
"516","97","10","30","25.82","in_progress"
"517","97","613","31","10.11","fulfilled"
"518","98","631","36","10.53","fulfilled"
"519","98","133","42","5.29","fulfilled"
"520","98","971","46","29.91","fulfilled"
"521","98","713","3","16.12","fulfilled"
"522","99","738","35","22.22","fulfilled"
"523","100","789","5","15.54","fulfilled"
"524","100","882","46","7.78","fulfilled"
"525","100","889","20","28.84","fulfilled"
"526","100","713","12","24.83","fulfilled"
"527","100","920","29","4.11","fulfilled"
"528","100","420","6","10.81","fulfilled"
"529","100","241","35","19.11","fulfilled"
"530","100","731","33","28.41","fulfilled"
"531","101","728","39","28.91","in_progress"
"532","101","679","45","28.49","fulfilled"
"533","101","145","35","27.94","in_progress"
"534","101","71","38","20.8","fulfilled"
"535","101","307","21","21.82","fulfilled"
"536","101","857","35","0.22","fulfilled"
"537","101","741","30","8.22","fulfilled"
"538","101","850","48","4.32","in_progress"
"539","102","591","37","9.18","in_progress"
"540","102","795","26","1.44","fulfilled"
"541","102","937","38","19.08","in_progress"
"542","102","988","40","17.04","fulfilled"
"543","102","460","41","19.61","fulfilled"
"544","102","836","15","20.98","in_progress"
"545","102","177","43","1.2","fulfilled"
"546","102","456","35","19.87","fulfilled"
"547","102","426","32","28.06","fulfilled"
"548","103","607","24","2.29","fulfilled"
"549","103","778","32","23.39","fulfilled"
"550","103","418","6","12.89","fulfilled"
"551","103","693","23","2.59","fulfilled"
"552","104","787","22","10.01","in_progress"
"553","104","392","9","24.56","fulfilled"
"554","104","730","26","17.18","fulfilled"
"555","104","3","11","4.52","in_progress"
"556","104","209","26","2.55","in_progress"
"557","104","49","43","8.95","fulfilled"
"558","104","487","43","7.34","fulfilled"
"559","104","345","43","28.16","fulfilled"
"560","104","315","39","17.44","in_progress"
"561","105","132","12","2.48","fulfilled"
"562","105","210","27","10.73","fulfilled"
"563","105","844","17","11.87","fulfilled"
"564","105","112","14","15.72","fulfilled"
"565","105","408","39","0.26","fulfilled"
"566","106","16","36","15.97","fulfilled"
"567","106","481","28","9.54","fulfilled"
"568","106","513","34","11.94","fulfilled"
"569","107","416","18","15.79","fulfilled"
"570","107","806","41","12.13","fulfilled"
"571","107","6","48","1.48","fulfilled"
"572","107","551","15","21.47","fulfilled"
"573","107","688","22","18.24","fulfilled"
"574","107","876","10","7.05","in_progress"
"575","107","9","37","6.92","fulfilled"
"576","108","653","9","14.0","fulfilled"
"577","108","686","23","24.66","in_progress"
"578","108","511","21","29.39","in_progress"
"579","108","420","13","27.11","fulfilled"
"580","108","457","1","5.35","fulfilled"
"581","109","253","33","8.38","fulfilled"
"582","110","665","10","5.47","fulfilled"
"583","110","63","31","23.33","fulfilled"
"584","111","142","12","8.44","in_progress"
"585","111","303","32","29.09","fulfilled"
"586","111","304","22","3.04","fulfilled"
"587","112","89","11","20.95","fulfilled"
"588","112","985","16","19.96","in_progress"
"589","112","21","47","8.4","fulfilled"
"590","112","336","29","9.47","fulfilled"
"591","112","302","8","29.32","fulfilled"
"592","112","262","5","13.25","fulfilled"
"593","112","883","22","15.46","fulfilled"
"594","112","490","3","24.98","fulfilled"
"595","112","899","36","18.92","fulfilled"
"596","112","181","18","24.35","in_progress"
"597","113","341","13","22.02","fulfilled"
"598","113","215","49","5.57","fulfilled"
"599","113","442","20","16.13","in_progress"
"600","113","920","3","24.53","fulfilled"
"601","113","267","26","9.05","fulfilled"
"602","113","654","15","10.38","fulfilled"
"603","113","845","15","24.51","fulfilled"
"604","114","581","19","23.81","in_progress"
"605","114","980","19","5.67","fulfilled"
"606","114","950","35","4.35","fulfilled"
"607","114","844","48","6.58","fulfilled"
"608","114","997","27","12.43","fulfilled"
"609","115","515","34","20.34","in_progress"
"610","115","98","15","14.14","fulfilled"
"611","115","676","45","26.84","fulfilled"
"612","115","69","37","14.99","fulfilled"
"613","115","924","44","11.38","fulfilled"
"614","116","749","41","5.06","fulfilled"
"615","116","115","32","30.56","in_progress"
"616","116","685","46","0.8","in_progress"
"617","116","165","31","5.85","fulfilled"
"618","116","466","44","28.32","in_progress"
"619","116","40","17","3.7","fulfilled"
"620","116","859","11","2.0","fulfilled"
"621","116","232","6","4.04","fulfilled"
"622","117","899","46","13.08","in_progress"
"623","117","118","33","18.57","in_progress"
"624","117","865","45","4.15","fulfilled"
"625","117","884","32","3.89","fulfilled"
"626","117","751","36","2.55","fulfilled"
"627","117","553","7","1.37","in_progress"
"628","117","552","8","7.24","fulfilled"
"629","117","549","15","20.74","fulfilled"
"630","117","455","43","15.36","fulfilled"
"631","117","765","45","0.58","fulfilled"
"632","118","182","41","30.0","fulfilled"
"633","119","800","9","18.1","fulfilled"
"634","119","578","45","7.9","fulfilled"
"635","119","421","31","27.15","fulfilled"
"636","119","168","2","13.22","fulfilled"
"637","119","707","13","8.03","fulfilled"
"638","119","414","17","3.55","fulfilled"
"639","119","65","3","14.26","fulfilled"
"640","119","282","12","18.98","fulfilled"
"641","119","232","46","8.37","in_progress"
"642","120","214","6","9.34","fulfilled"
"643","120","708","22","3.88","in_progress"
"644","120","115","37","3.5","in_progress"
"645","120","834","19","16.76","in_progress"
"646","120","361","9","2.69","fulfilled"
"647","120","289","47","17.27","fulfilled"
"648","120","206","36","4.27","in_progress"
"649","120","242","44","23.24","fulfilled"
"650","120","173","34","7.81","fulfilled"
"651","121","380","25","25.65","fulfilled"
"652","121","464","28","7.01","fulfilled"
"653","121","702","44","29.57","in_progress"
"654","121","56","8","7.38","fulfilled"
"655","121","869","18","5.69","fulfilled"
"656","121","431","48","9.08","in_progress"
"657","121","299","22","18.58","fulfilled"
"658","122","72","44","18.51","fulfilled"
"659","122","694","24","18.01","in_progress"
"660","122","225","47","10.98","fulfilled"
"661","122","584","17","28.71","fulfilled"
"662","122","781","8","23.26","fulfilled"
"663","123","700","12","21.26","fulfilled"
"664","123","294","2","17.01","fulfilled"
"665","123","251","1","26.07","fulfilled"
"666","123","679","24","30.12","fulfilled"
"667","123","319","41","11.27","fulfilled"
"668","123","756","34","4.4","fulfilled"
"669","123","817","12","17.29","fulfilled"
"670","124","944","45","2.73","fulfilled"
"671","124","726","3","20.82","fulfilled"
"672","125","791","30","18.38","fulfilled"
"673","125","608","28","29.49","in_progress"
"674","125","143","28","8.75","fulfilled"
"675","125","777","42","7.87","fulfilled"
"676","125","917","23","9.67","fulfilled"
"677","125","132","0","21.48","fulfilled"
"678","125","609","30","2.84","fulfilled"
"679","125","933","39","7.37","fulfilled"
"680","125","237","44","4.77","in_progress"
"681","125","365","2","25.01","fulfilled"
"682","126","104","21","4.93","fulfilled"
"683","126","292","34","29.26","fulfilled"
"684","127","637","35","6.41","in_progress"
"685","127","170","31","19.78","fulfilled"
"686","128","921","36","25.67","fulfilled"
"687","128","627","7","11.25","fulfilled"
"688","128","759","44","4.85","fulfilled"
"689","128","956","31","24.78","fulfilled"
"690","128","125","50","4.69","fulfilled"
"691","128","972","5","22.13","fulfilled"
"692","129","17","49","23.14","fulfilled"
"693","129","169","36","2.71","fulfilled"
"694","129","340","38","1.45","fulfilled"
"695","129","722","12","30.92","fulfilled"
"696","129","555","4","2.65","fulfilled"
"697","130","816","8","14.07","fulfilled"
"698","130","355","42","7.98","fulfilled"
"699","130","255","31","23.41","fulfilled"
"700","130","95","13","15.95","fulfilled"
"701","130","892","13","27.25","fulfilled"
"702","130","625","9","7.73","fulfilled"
"703","130","333","16","5.23","in_progress"
"704","130","492","0","23.48","fulfilled"
"705","131","249","20","6.17","fulfilled"
