"115","998","507","1983-08-13 06:01:05","4"
"116","672","813","1975-07-27 12:20:52","1"
"117","248","144","1987-10-22 16:07:04","1"
"118","319","569","1995-04-23 05:30:30","2"
"119","156","549","1976-10-19 00:35:35","0"
"120","576","893","1989-09-10 19:24:46","4"
"121","229","650","2006-06-05 17:48:06","0"
"122","408","903","2008-12-01 21:16:17","2"
"123","670","410","1998-06-06 02:42:31","1"
"124","437","816","1970-01-21 21:44:57","5"
"125","528","621","1980-06-04 12:46:03","2"
"126","919","884","1987-04-29 16:28:02","2"
"127","795","773","2014-04-22 06:03:54","1"
"128","415","285","1990-01-12 17:31:52","3"
"129","291","1","1987-03-15 18:45:51","0"
"130","392","806","2012-11-04 15:05:24","1"
"131","118","814","1974-02-15 17:47:34","1"
"132","343","761","2012-07-27 22:25:42","0"
"133","517","780","2020-02-08 09:03:24","1"
"134","301","198","2021-08-06 19:31:51","3"
"135","466","975","1998-06-14 08:53:06","3"
"136","400","839","2018-07-28 14:00:23","2"
"137","777","935","2016-07-18 01:14:04","5"
"138","588","127","2013-12-21 18:56:26","3"
"139","789","314","2002-07-25 11:56:08","2"
"140","78","361","1975-05-11 03:01:16","5"
"141","813","288","2009-08-17 05:21:01","5"
"142","406","128","2006-07-02 12:09:48","2"
"143","49","493","1983-04-16 19:50:07","2"
"144","605","396","1998-02-10 10:57:55","1"
"145","178","430","1992-09-05 22:13:39","2"
"146","93","750","1991-10-26 10:54:16","4"
"147","585","410","1993-02-27 01:07:14","1"
"148","149","673","1975-04-29 23:47:37","0"
"149","338","353","2021-10-18 20:48:23","3"
"150","761","16","2022-01-01 08:01:27","0"
"151","447","878","1976-10-29 00:15:56","4"
"152","338","150","2005-07-31 14:01:54","2"
"153","301","769","2008-09-04 16:57:18","1"
"154","549","359","1970-06-18 06:45:22","1"
"155","564","990","1998-04-27 11:09:49","2"
"156","117","456","1971-08-02 07:57:56","1"
"157","733","727","1974-03-25 12:45:54","1"
"158","370","312","1996-07-23 10:30:53","2"
"159","507","530","2005-11-17 06:40:45","5"
"160","862","284","2020-01-29 13:30:26","0"
"161","945","815","1981-12-20 03:26:33","5"
"162","680","772","2003-04-03 19:08:02","0"
"163","389","329","1984-10-24 20:44:12","4"
"164","383","814","1982-01-03 01:38:18","1"
"165","334","166","1984-09-13 14:47:54","4"
"166","528","377","1989-10-11 08:39:40","0"
"167","933","26","2010-04-12 16:06:39","4"
"168","144","344","2008-03-03 13:42:39","0"
"169","759","935","2022-02-04 16:33:57","1"
"170","812","230","1976-07-19 14:09:08","0"
"171","483","217","2002-03-05 13:04:55","2"
"172","787","345","1985-02-19 21:11:04","2"
"173","956","196","2007-06-22 02:01:35","4"
"174","328","659","2000-09-13 04:53:06","4"
"175","790","572","2021-11-30 20:30:57","0"
"176","594","35","2018-11-13 04:05:04","3"
"177","795","318","2010-01-27 01:01:44","2"
"178","652","733","1997-11-03 07:54:22","2"
"179","454","217","1996-12-14 03:40:34","1"
"180","517","896","1982-01-22 17:54:11","0"
"181","434","294","1995-05-01 12:47:11","4"
"182","360","95","1974-08-18 13:05:52","0"
"183","666","217","2016-03-14 15:55:04","3"
"184","507","93","2009-07-22 14:34:05","5"
"185","274","893","1975-01-08 04:04:04","3"
"186","373","981","2002-01-12 17:15:23","2"
"187","131","892","1996-09-10 23:24:27","1"
"188","30","446","1987-03-31 20:17:43","0"
"189","331","1","1973-06-23 20:36:35","4"
"190","819","264","2007-07-16 01:32:38","3"
"191","931","399","2011-01-15 21:26:50","2"
"192","395","880","2004-06-05 10:33:13","5"
"193","880","519","2022-07-06 06:22:13","0"
"194","180","448","1989-06-04 22:33:27","0"
"195","207","699","1979-10-14 22:47:10","5"
"196","144","949","2007-08-25 05:09:40","3"
"197","270","456","1973-12-22 05:44:46","0"
"198","706","956","1991-04-22 10:53:40","0"
"199","433","270","2017-04-17 07:30:17","0"
"200","829","196","1970-03-13 22:06:52","0"
"201","594","518","2003-05-02 03:28:17","1"
"202","912","329","1995-12-18 22:58:19","0"
"203","829","451","2015-03-26 20:02:32","5"
"204","687","644","1976-08-04 22:43:41","3"
"205","248","990","2002-08-23 19:01:13","4"
"206","123","849","1998-07-13 03:45:06","3"
"207","244","644","1979-08-09 14:14:20","2"
"208","213","254","2020-01-27 01:16:22","1"
"209","258","827","1976-08-11 16:10:14","0"
"210","533","880","2018-10-23 18:00:03","4"
"211","31","170","1995-09-17 08:25:58","2"
"212","853","665","2013-01-06 23:41:42","2"
"213","373","78","1992-08-01 22:44:48","5"
"214","443","450","2020-02-27 12:21:30","5"
"215","295","681","2015-03-01 22:23:14","3"
"216","849","361","1979-08-02 00:27:33","3"
"217","275","930","1991-06-10 22:27:37","0"
"218","237","329","1996-09-02 09:47:27","4"
"219","741","870","2009-10-13 12:09:28","0"
"220","701","418","2016-11-09 09:42:07","4"
"221","185","691","1976-01-09 10:23:01","1"
"222","812","583","1973-08-24 06:45:20","3"
"223","404","988","1970-01-10 09:29:42","3"
"224","74","535","2004-12-20 09:00:07","4"
"225","995","959","2018-11-02 14:21:00","0"
"226","801","733","2005-06-09 05:00:04","3"
"227","177","700","2017-09-30 01:41:55","1"
"228","811","544","1985-07-08 21:44:26","2"
"229","326","196","1988-09-05 14:07:31","0"
"230","514","410","2016-06-28 11:34:37","0"
"231","867","690","1996-05-07 08:30:03","5"
"232","845","673","1974-09-18 19:35:29","5"
"233","478","248","1997-06-25 13:50:59","1"
"234","140","922","1999-07-31 23:06:44","1"
"235","460","19","1992-07-07 02:15:33","5"
"236","298","60","1978-03-14 09:38:29","2"
"237","998","405","1995-02-18 01:00:48","1"
"238","66","261","1999-06-28 21:51:30","1"
"239","812","74","1973-07-11 15:04:59","5"
"240","513","134","2003-04-03 17:42:39","1"
"241","472","677","1974-03-29 17:51:33","4"
"242","28","283","1978-04-19 09:03:26","5"
"243","520","813","1986-12-01 00:45:08","0"
"244","884","290","1989-08-31 10:17:08","0"
"245","822","784","2017-01-06 23:59:56","0"
"246","237","265","2014-07-25 18:17:00","5"
"247","9","925","1983-07-18 03:14:07","2"
"248","986","699","1989-03-24 18:25:25","0"
"249","328","248","2013-05-05 23:27:49","5"
"250","113","733","2011-02-18 18:27:21","3"
"251","955","65","2012-10-10 16:42:32","0"
"252","881","168","1971-01-12 03:37:06","0"
"253","751","261","1999-09-26 22:55:46","4"
"254","604","472","2008-12-19 19:09:59","3"
"255","331","545","2001-01-27 04:37:15","4"
"256","434","353","1972-01-17 17:26:32","4"
"257","228","85","1978-06-07 20:55:19","5"
"258","185","383","1973-08-01 12:44:35","2"
"259","639","284","2015-01-18 22:19:46","2"
"260","19","345","1986-07-01 02:43:44","4"
"261","340","793","2020-09-09 00:23:51","4"
"262","620","337","1983-03-01 16:20:01","2"
"263","357","480","2015-09-18 17:08:10","1"
"264","900","971","2013-06-18 19:33:36","5"
"265","505","415","1980-04-23 15:30:31","3"
"266","434","176","2001-01-08 05:42:34","3"
"267","634","278","1986-04-30 08:03:31","3"
"268","244","995","1994-12-15 06:53:43","0"
"269","213","14","2009-12-17 00:49:21","4"
"270","990","400","2002-08-01 22:07:16","2"
"271","702","750","1974-03-13 14:37:40","0"
"272","214","755","1999-08-20 16:13:27","2"
"273","444","540","2009-07-29 00:05:10","5"
"274","375","77","1986-03-09 16:51:59","3"
"275","388","959","2010-08-02 12:58:26","0"
"276","167","895","2020-06-29 17:17:21","5"
"277","402","690","2020-04-07 00:12:30","5"
"278","413","808","2013-01-18 12:23:29","0"
"279","447","442","2013-01-17 18:17:54","0"
"280","153","726","1994-12-23 19:31:31","1"
"281","671","975","1994-07-09 11:45:21","2"
"282","725","699","1983-11-15 02:37:06","5"
"283","460","55","2004-12-20 21:07:41","5"
"284","608","6","2000-07-21 22:48:52","1"
"285","30","831","2019-10-15 19:18:58","1"
"286","327","648","2007-11-04 22:07:43","3"
"287","756","666","2022-04-22 08:35:53","2"
"288","649","822","2012-10-31 21:10:43","5"
"289","701","153","2005-02-20 20:12:08","3"
"290","535","377","1970-02-05 20:21:18","2"
"291","58","377","2018-02-06 10:41:21","2"
"292","998","276","2014-09-27 01:34:02","2"
"293","237","729","1996-09-03 16:48:00","2"
"294","252","248","2018-11-12 03:36:17","0"
"295","167","398","1977-10-01 04:11:19","4"
"296","259","16","2019-09-10 00:29:47","3"
"297","620","573","2014-10-21 15:29:55","2"
"298","58","724","1991-06-24 07:50:05","5"
"299","519","168","1970-01-29 23:53:47","2"
"300","479","66","2018-12-30 07:20:56","4"
"301","812","353","2020-07-15 14:00:17","4"
"302","532","651","1981-07-06 19:17:45","4"
"303","173","393","1987-10-05 07:33:28","4"
"304","548","951","2010-11-09 08:28:56","4"
"305","340","654","1997-10-09 21:10:41","0"
"306","114","929","1971-04-10 17:24:22","2"
"307","190","919","1985-02-24 09:34:24","5"
"308","823","755","2005-05-20 07:36:04","4"
"309","163","807","2009-11-12 19:01:39","1"
"310","613","518","1973-07-16 04:49:12","3"
"311","199","830","1970-04-06 21:53:25","4"
"312","960","172","1994-09-08 23:48:48","5"
"313","833","230","2001-04-15 09:45:37","4"
"314","484","927","1989-01-03 12:21:34","1"
"315","988","50","2000-07-17 10:56:25","3"
"316","672","519","1992-06-10 05:30:46","4"
"317","643","312","1990-06-25 16:25:20","4"
"318","298","393","1981-09-24 00:43:21","1"
"319","523","290","1999-07-23 00:21:23","1"
"320","497","976","1980-04-12 14:17:57","0"
"321","142","707","2003-02-02 15:11:48","5"
"322","733","780","1991-04-11 03:03:27","5"
"323","798","806","1971-05-06 20:26:34","1"
"324","505","297","1989-03-26 14:45:21","1"
"325","411","863","2015-01-03 00:39:53","4"
"326","661","226","1998-02-13 07:40:59","5"
"327","377","345","1984-04-16 03:17:43","2"
"328","936","988","1985-09-05 23:33:56","2"
"329","360","727","1997-03-03 02:03:27","4"
"330","593","511","1981-11-17 12:11:07","1"
"331","339","600","1981-07-07 16:53:31","1"
"332","185","316","2012-03-07 18:07:17","1"
"333","457","65","2002-08-26 09:38:58","3"
"334","414","727","1996-12-30 05:50:13","5"
"335","65","968","1977-11-24 02:55:57","1"
"336","867","136","1983-09-19 20:40:51","4"
"337","225","536","1971-02-18 18:35:13","5"
"338","195","925","1972-09-14 09:26:30","5"
"339","998","290","2016-02-04 23:40:29","4"
"340","164","671","1998-11-04 10:20:23","1"
"341","217","545","2000-06-12 14:16:44","5"
"342","293","929","1977-04-04 15:07:06","4"
"343","254","410","2009-04-19 03:29:21","4"
"344","25","465","1978-05-31 21:15:54","4"
"345","144","621","2022-04-11 08:10:37","1"
"346","962","199","2018-03-03 18:08:10","1"
"347","447","58","2022-05-17 21:02:39","5"
"348","246","968","1973-02-01 14:54:57","0"
"349","582","20","1972-02-10 08:03:11","4"
"350","243","807","2000-04-11 18:33:19","1"
"351","244","312","2014-12-22 23:49:49","5"
"352","834","964","2011-12-18 04:46:44","1"
"353","398","649","2019-02-01 05:09:27","3"
"354","860","896","1982-05-10 04:01:31","1"
"355","919","896","2006-12-12 23:34:44","5"
"356","181","385","2005-01-18 22:30:36","1"
"357","440","230","1975-04-11 18:58:42","1"
"358","313","822","2001-07-08 19:45:44","4"
"359","162","20","2009-01-23 21:44:59","0"
"360","882","144","1977-04-02 16:31:59","0"
"361","462","400","2012-10-18 05:26:29","1"
"362","721","540","1993-05-11 03:48:44","2"
"363","559","430","2020-10-30 10:55:01","0"
"364","955","655","1987-09-12 00:31:25","0"
"365","492","878","1995-11-26 14:01:30","1"
"366","652","198","1991-09-22 23:49:14","4"
"367","35","726","2015-02-23 09:42:55","5"
"368","49","615","1998-02-18 17:03:05","5"
"369","205","990","1986-08-04 15:27:16","5"
"370","346","448","2006-03-09 01:51:18","4"
"371","542","391","2014-03-03 13:25:27","0"
"372","492","406","2012-03-05 09:12:47","5"
"373","828","665","2019-04-29 21:58:33","4"
"374","417","727","1997-08-21 14:08:24","5"
"375","254","291","2018-01-28 19:10:20","1"
"376","627","707","1970-08-06 13:17:03","0"
"377","396","127","1978-12-02 20:11:06","2"
"378","333","126","2002-08-23 06:51:37","3"
"379","882","895","1976-11-29 00:48:53","4"
"380","734","518","2004-11-08 08:26:59","0"
"381","67","772","2020-10-01 10:07:06","0"
"382","149","727","2020-04-02 13:02:22","2"
"383","705","54","2004-01-28 13:17:26","2"
"384","56","812","2019-08-27 19:28:22","0"
"385","512","518","1985-12-29 19:57:27","2"
"386","219","830","2020-03-10 09:46:35","5"
"387","389","572","1993-05-03 11:51:25","3"
"388","258","134","2007-12-06 21:31:20","2"
"389","653","383","1975-04-22 20:49:21","4"
"390","376","66","1998-06-20 11:06:26","4"
"391","180","400","1971-04-05 14:15:09","4"
"392","294","397","1998-12-03 07:28:39","1"
"393","440","406","1989-03-11 14:12:27","3"
"394","439","540","2020-07-12 05:48:28","1"
"395","650","398","1988-02-29 05:28:06","1"
"396","406","116","2002-09-09 13:03:51","3"
"397","391","196","1986-01-16 16:35:49","1"
"398","805","58","1996-09-14 17:45:49","3"
"399","735","217","2008-08-08 06:33:06","3"
"400","652","677","2004-10-14 10:26:47","4"
"401","253","371","1982-04-15 21:04:03","3"
"402","54","858","2005-12-01 22:47:33","0"
"403","974","412","2008-05-01 15:55:17","5"
"404","240","520","1987-02-24 00:52:06","2"
"405","776","377","2000-03-29 03:29:16","1"
"406","659","808","1998-03-04 23:18:05","5"
"407","333","465","1997-01-23 15:59:18","4"
"408","294","598","1988-10-06 22:43:53","4"
"409","860","327","1987-04-03 23:21:25","0"
"410","881","199","1987-05-04 16:45:51","4"
"411","109","218","1973-06-19 09:06:55","3"
"412","341","57","1971-09-02 01:40:36","2"
"413","988","184","1990-12-30 20:01:24","0"
"414","404","398","1979-05-10 05:21:49","4"
"415","40","430","1980-11-09 03:47:42","3"
"416","214","314","1987-01-22 09:25:06","0"
"417","150","19","1974-10-14 11:14:32","5"
"418","74","769","2014-12-21 10:02:18","3"
"419","705","569","2018-05-14 15:24:19","3"
"420","373","807","1975-09-20 06:40:10","3"
"421","7","239","2020-07-19 18:33:57","1"
"422","886","432","1973-06-02 08:33:15","5"
"423","424","93","2003-08-22 05:16:10","3"
"424","491","314","1970-09-05 00:19:39","3"
"425","381","951","2007-03-24 23:54:36","5"
"426","519","184","1984-10-21 05:32:09","3"
"427","243","462","1996-12-16 19:25:59","4"
"428","662","583","1996-10-20 00:29:54","0"
"429","944","126","1990-12-15 22:39:45","3"
"430","931","925","2001-05-03 03:24:25","2"
"431","910","900","1987-04-25 13:51:50","1"
"432","528","126","2010-03-24 20:51:13","1"
"433","85","127","1998-08-12 21:09:59","3"
"434","301","353","1985-02-22 22:34:31","3"
"435","374","807","1988-11-28 10:33:59","1"
"436","528","635","1994-01-23 22:10:07","2"
"437","798","170","2012-07-10 12:38:52","1"
"438","781","416","1976-10-04 00:42:40","0"
"439","665","297","2020-11-28 21:38:51","0"
"440","376","398","2010-06-11 02:07:41","0"
"441","919","480","1996-10-24 03:24:56","5"
"442","229","127","1979-07-20 02:37:26","3"
"443","333","66","2003-10-10 22:16:21","4"
"444","829","707","1980-10-11 14:22:30","3"
"445","689","469","1972-10-04 19:16:34","5"
"446","222","93","1995-12-15 20:55:33","2"
"447","250","465","1971-11-14 17:53:36","1"
"448","599","50","1972-11-12 01:58:41","3"
"449","376","386","2014-05-28 14:55:33","1"
"450","845","11","2017-09-18 17:53:30","1"
"451","735","974","1998-03-23 10:07:56","3"
"452","108","815","1972-05-27 18:43:55","4"
"453","718","455","1973-03-14 12:46:53","0"
"454","752","74","1976-01-17 16:39:23","3"
"455","855","726","2009-08-28 18:13:44","3"
"456","994","659","1997-05-21 22:08:49","0"
"457","124","724","1992-07-12 20:27:55","2"
"458","977","690","2002-08-01 21:00:38","3"
"459","706","949","1976-05-13 14:15:40","5"
"460","633","6","2001-09-13 16:12:06","3"
"461","957","361","2005-01-21 09:38:05","4"
"462","132","638","1991-07-26 05:16:11","5"
"463","435","519","1998-09-17 23:22:16","4"
"464","463","569","1975-04-28 23:24:07","4"
"465","337","430","2013-08-31 05:30:20","5"
"466","301","16","1971-03-13 22:18:33","3"
"467","609","994","1985-10-04 01:40:36","4"
"468","839","446","1981-10-29 14:52:15","0"
"469","195","245","2017-11-27 21:19:44","3"
"470","517","165","2010-01-15 05:06:40","5"
"471","82","583","1982-05-25 10:00:30","0"
"472","95","806","1996-09-30 22:48:15","1"
"473","412","248","1977-02-24 08:39:42","4"
"474","60","715","1976-12-12 23:53:32","1"
"475","690","727","2006-12-14 14:54:02","5"
"476","66","371","2022-10-06 19:58:32","3"
"477","437","701","1972-11-19 07:33:39","2"
"478","569","134","1993-08-31 23:49:05","3"
"479","377","934","1972-10-29 14:57:13","5"
"480","162","16","2004-12-16 10:00:19","1"
"481","5","507","2011-03-11 14:48:24","0"
"482","74","376","2010-01-30 07:59:30","2"
"483","606","536","2017-06-14 18:22:17","5"
"484","20","844","1978-03-26 10:33:34","3"
"485","696","284","2020-03-17 21:47:22","0"
"486","386","510","1987-03-01 00:30:05","3"
"487","627","375","1987-10-27 15:00:28","3"
"488","883","546","2004-03-16 07:52:37","4"
"489","188","346","1990-06-28 20:22:51","5"
"490","355","201","2020-04-04 04:10:21","1"
"491","142","981","1996-10-27 12:29:32","4"
"492","994","16","2014-07-24 19:24:31","1"
"493","966","451","1978-08-23 11:36:54","1"
"494","910","86","1973-02-04 00:36:42","2"
"495","548","345","2000-11-03 14:39:51","5"
"496","212","254","1996-09-09 01:06:23","4"
"497","500","666","1999-01-01 14:25:34","5"
"498","17","507","1973-09-16 16:17:32","0"
"499","701","348","1987-06-02 07:40:13","3"
"500","512","347","1982-08-12 20:11:18","5"
"501","92","949","2011-10-08 15:58:45","2"
"502","156","659","1996-01-09 16:42:50","5"
"503","933","534","1999-04-13 18:17:55","0"
"504","97","518","1986-07-31 09:47:56","4"
"505","341","469","1973-03-07 01:19:33","3"
"506","71","822","1974-01-22 05:20:22","0"
"507","415","136","1989-08-14 02:43:05","2"
"508","350","270","2014-08-07 01:15:00","1"
"509","875","396","1983-10-09 17:24:08","1"
"510","864","337","2012-06-08 21:51:47","5"
"511","839","120","2013-07-21 11:01:56","2"
"512","28","546","1975-09-16 06:00:32","2"
"513","472","780","1998-05-03 21:41:45","0"
"514","745","900","1993-12-26 09:34:37","0"
"515","389","261","1994-03-13 03:09:40","0"
"516","952","248","1979-04-14 03:24:06","4"
"517","604","255","2013-10-18 22:43:32","2"
"518","598","430","2007-08-08 14:55:55","4"
"519","483","329","1995-07-31 07:58:44","4"
"520","921","877","1986-11-07 19:26:49","5"
"521","545","405","2022-07-17 00:25:32","4"
"522","585","507","2021-09-16 13:24:57","1"
"523","692","673","1999-10-14 14:04:49","5"
"524","261","451","1998-08-10 16:36:26","2"
"525","531","312","2008-04-12 21:24:19","1"
"526","497","318","1994-07-02 13:44:55","2"
"527","19","919","2022-02-14 04:23:12","0"
"528","398","593","1974-08-12 12:27:55","4"
"529","337","806","1982-06-19 03:50:45","0"
"530","812","878","2010-01-17 21:08:35","4"
"531","295","168","1970-07-02 04:49:56","3"
"532","144","895","1985-11-01 01:38:06","1"
"533","360","655","1977-03-27 20:28:24","5"
"534","702","666","1978-07-05 07:09:56","1"
"535","931","416","1972-05-20 16:37:11","3"
"536","25","951","1997-05-30 21:39:25","0"
"537","651","481","2008-09-29 15:35:11","4"
"538","373","343","1995-03-22 05:44:21","1"
"539","440","726","1973-02-12 17:15:31","2"
"540","214","243","1993-04-08 16:19:01","4"
"541","74","650","1993-02-01 18:04:25","0"
"542","795","7","2009-03-04 23:26:07","3"
"543","419","650","1975-10-28 02:27:07","4"
"544","620","510","1985-11-25 09:17:44","2"
"545","302","93","2021-03-23 16:07:49","5"
"546","32","830","1988-10-21 07:20:19","0"
"547","252","728","1998-07-16 12:13:49","3"
"548","833","961","1986-11-07 06:15:24","4"
"549","396","872","2010-06-05 17:44:40","4"
"550","350","345","2013-03-28 13:19:25","2"
"551","687","277","2022-10-05 16:37:15","2"
"552","819","37","1991-01-26 20:01:11","1"
"553","298","441","2015-03-26 09:00:15","0"
"554","2","34","2007-04-16 20:44:48","4"
"555","248","150","2000-05-16 19:20:14","3"
"556","71","959","2019-09-19 15:38:58","4"
"557","420","510","2000-02-10 12:01:17","0"
"558","674","971","1988-05-14 01:50:15","0"
"559","160","398","1981-12-12 20:41:29","0"
"560","391","343","1976-11-24 10:25:01","3"
"561","439","974","1990-01-25 03:55:16","3"
"562","70","704","2015-10-23 19:00:11","5"
"563","652","964","1999-11-02 16:20:55","2"
"564","43","479","2001-06-13 13:18:54","4"
"565","58","701","1986-12-18 04:37:51","1"
"566","248","793","1983-11-08 03:49:56","2"
"567","21","995","2007-12-20 09:38:20","5"
"568","248","128","2022-08-22 03:46:06","2"
"569","962","73","2018-04-18 19:35:21","3"
"570","634","650","1988-04-27 00:45:57","2"
"571","443","290","1974-02-24 01:29:28","1"
"572","402","284","1985-10-16 11:33:51","5"
"573","791","158","1993-04-19 00:51:41","3"
"574","517","145","1997-10-09 07:07:53","4"
"575","720","361","1979-12-15 13:00:48","3"
"576","776","701","1993-09-30 16:01:35","2"
"577","80","880","1991-01-08 16:06:24","3"
"578","37","807","1977-04-10 18:07:10","3"
"579","22","255","1999-08-20 09:36:45","5"
"580","528","896","1997-06-20 22:07:44","4"
"581","576","769","1984-02-15 05:25:11","2"
"582","238","545","2014-05-28 21:10:42","3"
"583","40","6","1978-08-22 18:34:54","2"
"584","113","398","2009-01-27 03:03:58","0"
"585","438","864","2003-12-18 13:58:27","2"
"586","519","813","2014-01-04 13:27:17","3"
"587","725","869","2006-04-29 00:00:18","4"
"588","434","813","2012-10-09 10:08:16","3"
"589","919","677","1971-01-28 00:13:55","1"
"590","413","455","1983-02-26 21:10:23","5"
"591","702","199","1983-07-21 00:50:38","5"
"592","902","83","1971-03-29 01:35:57","0"
"593","744","27","2017-03-31 05:51:00","5"
"594","778","273","2019-04-12 11:33:48","3"
"595","756","248","2008-10-23 09:47:35","3"
"596","778","981","1982-12-11 13:16:41","1"
"597","102","353","1975-05-31 01:22:40","4"
"598","743","923","2009-09-25 21:18:01","4"
"599","902","755","1970-05-07 18:26:41","0"
"600","454","184","2002-02-13 19:14:47","3"
"601","668","840","1992-10-16 04:29:05","4"
"602","443","650","1987-10-04 19:18:36","0"
"603","562","416","2017-06-30 13:23:10","4"
"604","74","273","1986-06-07 11:10:35","0"
"605","363","345","1977-07-20 15:41:38","1"
"606","542","931","1991-01-22 08:32:27","2"
"607","672","903","2021-07-21 09:00:09","3"
